1,18,18,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30018
2,17,17,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30017
3,35,35,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30035
4,22,22,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30022
5,15,15,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30015
6,51,51,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30051
7,49,49,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30049
8,43,43,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30043
9,2,2,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30002
10,21,21,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30021
11,4,4,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30004
12,29,29,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30029
13,37,37,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30037
14,8,8,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30008
15,47,47,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30047
16,16,16,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30016
17,44,44,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30044
18,11,11,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30011
19,33,33,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30033
20,53,53,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30053
21,41,41,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30041
22,31,31,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30031
23,25,25,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30025
24,6,6,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30006
25,45,45,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30045
26,52,52,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30052
27,48,48,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30048
28,27,27,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30027
29,13,13,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30013
30,3,3,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30003
31,14,14,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30014
32,50,50,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30050
33,36,36,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30036
34,10,10,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30010
35,9,9,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30009
36,30,30,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30030
37,26,26,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30026
38,28,28,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30028
39,1,1,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30001
40,38,38,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30038
41,5,5,any,0,11,7200,-1,0.85,0.85,prod,1,deployment,2,0,concurrent,30005
42,42,42,any,0,1,7200,-1,0.85,0.85,free,0.9,deployment,2,0,concurrent,30042
43,34,34,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30034
44,24,24,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30024
45,32,32,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30032
46,23,23,any,0,7,7200,-1,0.85,0.85,batch,0.95,deployment,2,0,concurrent,30023
