0,22,22,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18022,180
1,2,2,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18002,180
2,21,21,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18021,180
3,93,93,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18093,180
4,94,94,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18094,180
5,91,91,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18091,180
6,92,92,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18092,180
7,26,26,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18026,180
8,4,4,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18004,180
9,16,16,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18016,180
10,6,6,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18006,180
11,25,25,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18025,180
12,71,71,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18071,180
13,72,72,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18072,180
14,7,7,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18007,180
15,1,1,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18001,180
16,24,24,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18014,180
17,20,20,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18020,180
18,8,8,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18008,180
19,4,5,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18005,180
20,3,3,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18003,180
21,74,74,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18074,180
22,55,55,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18055,180
23,95,95,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18095,180
24,56,56,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18056,180
25,80,80,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18080,180
26,85,85,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18085,180
27,83,83,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18083,180
28,84,84,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18084,180
29,81,81,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18081,180
30,82,82,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18082,180
31,75,75,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18075,180
32,86,86,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18086,180
33,87,87,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18087,180
34,77,77,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18077,180
35,32,32,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18032,180
36,79,79,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18079,180
37,33,33,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18033,180
38,31,31,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18031,180
39,36,36,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18036,180
40,34,34,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18034,180
41,37,37,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18037,180
42,38,38,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18038,180
43,23,23,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18023,180
44,35,35,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18035,180
45,39,39,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18039,180
46,40,40,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18040,180
47,27,27,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18027,180
48,44,44,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18044,180
49,41,41,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18041,180
50,42,42,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18042,180
51,45,45,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18045,180
52,43,43,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18043,180
53,28,28,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18028,180
54,29,29,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18029,180
55,47,47,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18047,180
56,46,46,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18046,180
57,73,73,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18073,180
58,30,30,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18030,180
59,78,78,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18078,180
60,76,76,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18076,180
61,48,48,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18048,180
