1,2,2,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18002,30
2,21,21,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18021,30
3,26,26,any,0,1,7200,-1,0.85,0.85,opportunistic,0.0,job,5,8000,aggregate,18026,30
4,4,4,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18004,30
5,25,25,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18025,30
6,7,7,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18007,30
7,1,1,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18001,30
8,24,24,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18024,30
9,11,11,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18011,30
10,20,20,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18020,30
11,3,3,any,0,1,7200,-1,0.85,0.85,opportunistic,0.0,job,5,8000,aggregate,18003,30
12,9,9,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18009,30
13,14,14,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18014,30
14,12,12,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18012,30
15,27,27,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18027,30
16,21,21,any,0,1,7200,-1,0.85,0.85,opportunistic,0.0,job,5,8000,aggregate,18021,30
17,32,32,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18032,30
18,31,31,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18031,30
19,36,36,any,0,1,7200,-1,0.85,0.85,opportunistic,0.0,job,5,8000,aggregate,18036,30
20,34,34,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18034,30
21,35,35,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18035,30
22,37,37,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18037,30
23,41,41,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18041,30
24,44,44,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18044,30
25,33,33,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18033,30
26,40,40,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18040,30
27,30,30,any,0,1,7200,-1,0.85,0.85,opportunistic,0.0,job,5,8000,aggregate,18030,30
28,39,39,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18039,30
29,38,38,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18038,30
30,42,42,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18042,30
31,47,47,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,8000,aggregate,18047,30
32,45,45,any,0,1,7200,-1,0.85,0.85,opportunistic,0.0,job,5,8000,aggregate,18045,30
