0,22,22,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18022,180
1,2,2,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18002,180
2,21,21,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18021,180
3,92,92,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18092,180
4,26,26,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18026,180
5,4,4,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18004,180
6,8,8,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18008,180
7,25,25,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18025,180
8,7,7,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18007,180
9,3,3,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18003,180
10,74,74,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18074,180
11,56,56,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18056,180
12,85,85,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18085,180
13,87,87,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18087,180
14,77,77,any,0,1,7200,-1,0.85,0.85,lower,0.25,job,4,800,aggregate,18077,180
15,32,32,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18032,180
16,38,38,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18038,180
17,41,41,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18041,180
18,73,73,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18073,180
19,49,49,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18049,180
20,63,63,any,0,1,7200,-1,0.85,0.85,free,0.5,job,4,800,aggregate,18063,180
