1,2,2,any,0,1,7200,-1,1.7,1.7,free,0.5,job,4,800,aggregate,18002,180
2,21,21,any,0,1,7200,-1,1.7,1.7,free,0.5,job,4,800,aggregate,18021,180
3,26,26,any,0,1,7200,-1,1.7,1.7,opportunistic,0.0,job,5,800,aggregate,18026,180
4,6,6,any,0,1,7200,-1,1.7,1.7,free,0.5,job,4,800,aggregate,18006,180
5,17,17,any,0,1,7200,-1,1.7,1.7,free,0.5,job,4,800,aggregate,18017,180
6,8,8,any,0,1,7200,-1,1.7,1.7,free,0.5,job,4,800,aggregate,18008,180
7,28,28,any,0,1,7200,-1,1.7,1.7,opportunistic,0.0,job,5,800,aggregate,18028,180
8,77,77,any,0,1,7200,-1,1.7,1.7,free,0.5,job,4,800,aggregate,18077,180
9,78,78,any,0,1,7200,-1,1.7,1.7,free,0.5,job,4,800,aggregate,18078,180
10,68,68,any,0,1,7200,-1,1.7,1.7,opportunistic,0.0,job,5,800,aggregate,18068,180
